Country,Region,Year,Disease,New_Cases,Deaths,Prevalence_Rate,Incidence_Rate,Population
Germany,European,2013,Syphilis,52533,1165,0.36,56.05,93726000
Germany,European,2013,HPV,98103,693,3.92,104.67,93726000
Germany,European,2014,HIV/AIDS,28889,6985,0.46,30.53,94628000
Germany,European,2014,Hepatitis B,50361,2665,1.59,53.22,94628000
Germany,European,2014,Syphilis,47531,944,0.36,50.23,94628000
Germany,European,2014,HPV,103447,894,3.97,109.32,94628000
Germany,European,2015,HIV/AIDS,26977,6703,0.45,28.24,95530000
Germany,European,2015,Hepatitis B,46465,2702,1.39,48.64,95530000
Germany,European,2015,Syphilis,49675,1069,0.35,52.0,95530000
Germany,European,2015,HPV,100086,804,3.81,104.77,95530000
Germany,European,2016,HIV/AIDS,32439,6884,0.43,33.64,96432000
Germany,European,2016,Hepatitis B,44908,2531,1.46,46.57,96432000
Germany,European,2016,Syphilis,54214,949,0.36,56.22,96432000
Germany,European,2016,HPV,102700,908,3.92,106.5,96432000
Germany,European,2017,HIV/AIDS,31322,8022,0.46,32.18,97334000
Germany,European,2017,Hepatitis B,48871,2976,1.41,50.21,97334000
Germany,European,2017,Syphilis,54954,1149,0.36,56.46,97334000
Germany,European,2017,HPV,104770,735,3.76,107.64,97334000
Germany,European,2018,HIV/AIDS,30698,6574,0.48,31.25,98236000
Germany,European,2018,Hepatitis B,45699,2355,1.37,46.52,98236000
Germany,European,2018,Syphilis,58136,1112,0.37,59.18,98236000
Germany,European,2018,HPV,100534,744,4.04,102.34,98236000
Germany,European,2019,HIV/AIDS,30891,6458,0.44,31.16,99138000
Germany,European,2019,Hepatitis B,49003,3095,1.35,49.43,99138000
Germany,European,2019,Syphilis,50272,1086,0.39,50.71,99138000
Germany,European,2019,HPV,111411,945,3.47,112.38,99138000
Germany,European,2020,HIV/AIDS,32372,7243,0.44,32.36,100040000
Germany,European,2020,Hepatitis B,50390,3169,1.39,50.37,100040000
Germany,European,2020,Syphilis,56792,1154,0.34,56.77,100040000
Germany,European,2020,HPV,108493,965,3.64,108.45,100040000
Germany,European,2021,HIV/AIDS,26911,7134,0.45,26.66,100941999
Germany,European,2021,Hepatitis B,44020,2307,1.55,43.61,100941999
Germany,European,2021,Syphilis,54306,1144,0.35,53.8,100941999
Germany,European,2021,HPV,114013,1043,3.96,112.95,100941999
Germany,European,2022,HIV/AIDS,29911,7191,0.48,29.37,101844000
Germany,European,2022,Hepatitis B,51482,3444,1.51,50.55,101844000
Germany,European,2022,Syphilis,51909,1109,0.37,50.97,101844000
Germany,European,2022,HPV,100733,921,3.58,98.91,101844000
Germany,European,2023,HIV/AIDS,28203,6426,0.43,27.45,102746000
Germany,European,2023,Hepatitis B,46204,3124,1.5,44.97,102746000
Germany,European,2023,Syphilis,61627,1306,0.38,59.98,102746000
Germany,European,2023,HPV,103989,761,3.97,101.21,102746000
France,European,2000,HIV/AIDS,21540,5734,0.51,36.51,59000000
France,European,2000,Hepatitis B,32137,1909,1.57,54.47,59000000
France,European,2000,Syphilis,29877,532,0.37,50.64,59000000
France,European,2000,HPV,71785,576,3.86,121.67,59000000
France,European,2001,HIV/AIDS,22076,5518,0.51,37.01,59648999
France,European,2001,Hepatitis B,36642,2279,1.43,61.43,59648999
France,European,2001,Syphilis,33904,616,0.37,56.84,59648999
France,European,2001,HPV,67856,534,3.75,113.76,59648999
France,European,2002,HIV/AIDS,22611,5668,0.46,37.5,60298000
France,European,2002,Hepatitis B,30540,1936,1.49,50.65,60298000
France,European,2002,Syphilis,29690,540,0.37,49.24,60298000
France,European,2002,HPV,64175,442,3.88,106.43,60298000
France,European,2003,HIV/AIDS,22300,6023,0.51,36.59,60946999
France,European,2003,Hepatitis B,31850,1890,1.48,52.26,60946999
France,European,2003,Syphilis,34812,618,0.4,57.12,60946999
France,European,2003,HPV,66554,591,3.84,109.2,60946999
France,European,2004,HIV/AIDS,25365,6223,0.44,41.18,61596000
France,European,2004,Hepatitis B,31518,2127,1.57,51.17,61596000
France,European,2004,Syphilis,32504,665,0.36,52.77,61596000
France,European,2004,HPV,71506,544,4.09,116.09,61596000
France,European,2005,HIV/AIDS,25271,5441,0.46,40.6,62245000
France,European,2005,Hepatitis B,32740,1835,1.41,52.6,62245000
France,European,2005,Syphilis,34433,608,0.36,55.32,62245000
France,European,2005,HPV,67548,601,3.63,108.52,62245000
France,European,2006,HIV/AIDS,25560,6613,0.44,40.64,62894000
France,European,2006,Hepatitis B,36057,2064,1.65,57.33,62894000
France,European,2006,Syphilis,32145,711,0.38,51.11,62894000
France,European,2006,HPV,77573,573,3.88,123.34,62894000
France,European,2007,HIV/AIDS,24394,5678,0.5,38.39,63543000
France,European,2007,Hepatitis B,35653,2125,1.5,56.11,63543000
France,European,2007,Syphilis,34351,785,0.4,54.06,63543000
France,European,2007,HPV,73449,565,3.8,115.59,63543000
France,European,2008,HIV/AIDS,21324,4482,0.46,33.22,64192000
France,European,2008,Hepatitis B,33944,1942,1.45,52.88,64192000
France,European,2008,Syphilis,36833,761,0.37,57.38,64192000
France,European,2008,HPV,81337,590,3.94,126.71,64192000
France,European,2009,HIV/AIDS,22318,5366,0.48,34.42,64841000
France,European,2009,Hepatitis B,31927,1940,1.51,49.24,64841000
France,European,2009,Syphilis,33295,580,0.39,51.35,64841000
France,European,2009,HPV,72563,538,4.09,111.91,64841000
France,European,2010,HIV/AIDS,23543,5339,0.47,35.95,65489999
France,European,2010,Hepatitis B,37800,2088,1.49,57.72,65489999
France,European,2010,Syphilis,38691,816,0.4,59.08,65489999
France,European,2010,HPV,68253,568,3.67,104.22,65489999
France,European,2011,HIV/AIDS,21475,5585,0.45,32.47,66139000
France,European,2011,Hepatitis B,33122,1710,1.42,50.08,66139000
France,European,2011,Syphilis,35536,789,0.39,53.73,66139000
France,European,2011,HPV,69657,562,3.71,105.32,66139000
France,European,2012,HIV/AIDS,22153,5993,0.47,33.17,66788000
France,European,2012,Hepatitis B,35157,2419,1.51,52.64,66788000
France,European,2012,Syphilis,32986,660,0.41,49.39,66788000
France,European,2012,HPV,76599,614,4.16,114.69,66788000
France,European,2013,HIV/AIDS,22422,5637,0.46,33.25,67437000
France,European,2013,Hepatitis B,35411,2258,1.46,52.51,67437000
France,European,2013,Syphilis,38061,648,0.38,56.44,67437000
France,European,2013,HPV,76062,530,3.59,112.79,67437000
France,European,2014,HIV/AIDS,22277,4986,0.44,32.72,68086000
France,European,2014,Hepatitis B,36133,2491,1.48,53.07,68086000
France,European,2014,Syphilis,40749,929,0.39,59.85,68086000
France,European,2014,HPV,83568,718,3.78,122.74,68086000
France,European,2015,HIV/AIDS,20723,4960,0.49,30.15,68735000
France,European,2015,Hepatitis B,31322,2136,1.47,45.57,68735000
France,European,2015,Syphilis,36312,658,0.37,52.83,68735000
France,European,2015,HPV,77423,667,4.11,112.64,68735000
France,European,2016,HIV/AIDS,22077,4576,0.45,31.82,69384000
France,European,2016,Hepatitis B,34775,2230,1.6,50.12,69384000
France,European,2016,Syphilis,37529,736,0.39,54.09,69384000
France,European,2016,HPV,79521,670,3.91,114.61,69384000
France,European,2017,HIV/AIDS,22298,5235,0.51,31.84,70033000
France,European,2017,Hepatitis B,31409,1884,1.46,44.85,70033000
France,European,2017,Syphilis,39106,832,0.39,55.84,70033000
France,European,2017,HPV,74711,634,4.0,106.68,70033000
France,European,2018,HIV/AIDS,21699,4706,0.47,30.7,70682000
France,European,2018,Hepatitis B,34499,2323,1.6,48.81,70682000
France,European,2018,Syphilis,40034,844,0.37,56.64,70682000
France,European,2018,HPV,83086,729,3.79,117.55,70682000
France,European,2019,HIV/AIDS,19951,4246,0.44,27.97,71331000
France,European,2019,Hepatitis B,32555,1909,1.62,45.64,71331000
France,European,2019,Syphilis,37762,731,0.38,52.94,71331000
France,European,2019,HPV,75910,635,3.67,106.42,71331000
France,European,2020,HIV/AIDS,20118,4396,0.49,27.95,71980000
France,European,2020,Hepatitis B,37004,1970,1.6,51.41,71980000
France,European,2020,Syphilis,36565,723,0.41,50.8,71980000
France,European,2020,HPV,81978,612,3.6,113.89,71980000
France,European,2021,HIV/AIDS,21716,4854,0.5,29.9,72628999
France,European,2021,Hepatitis B,37367,1983,1.57,51.45,72628999
France,European,2021,Syphilis,38827,763,0.37,53.46,72628999
France,European,2021,HPV,82441,608,3.85,113.51,72628999
France,European,2022,HIV/AIDS,22452,5419,0.48,30.64,73278000
France,European,2022,Hepatitis B,35701,2258,1.46,48.72,73278000
France,European,2022,Syphilis,40127,718,0.38,54.76,73278000
France,European,2022,HPV,82144,625,3.96,112.1,73278000
France,European,2023,HIV/AIDS,23050,4883,0.5,31.18,73927000
France,European,2023,Hepatitis B,36793,2538,1.5,49.77,73927000
France,European,2023,Syphilis,39129,768,0.37,52.93,73927000
France,European,2023,HPV,76728,610,4.02,103.79,73927000
United Kingdom,European,2000,HIV/AIDS,22939,6147,0.49,38.88,59000000
United Kingdom,European,2000,Hepatitis B,37022,2080,1.58,62.75,59000000
United Kingdom,European,2000,Syphilis,29966,637,0.42,50.79,59000000
United Kingdom,European,2000,HPV,74782,530,4.28,126.75,59000000
United Kingdom,European,2001,HIV/AIDS,25362,5394,0.47,42.52,59648999
United Kingdom,European,2001,Hepatitis B,34679,2356,1.56,58.14,59648999
United Kingdom,European,2001,Syphilis,31411,675,0.42,52.66,59648999
United Kingdom,European,2001,HPV,76845,597,4.31,128.83,59648999
United Kingdom,European,2002,HIV/AIDS,23775,5322,0.46,39.43,60298000
United Kingdom,European,2002,Hepatitis B,37975,2170,1.58,62.98,60298000
United Kingdom,European,2002,Syphilis,31071,661,0.4,51.53,60298000
United Kingdom,European,2002,HPV,71175,591,4.21,118.04,60298000
United Kingdom,European,2003,HIV/AIDS,25847,6447,0.47,42.41,60946999
United Kingdom,European,2003,Hepatitis B,32545,2084,1.55,53.4,60946999
United Kingdom,European,2003,Syphilis,34538,765,0.38,56.67,60946999
United Kingdom,European,2003,HPV,67834,621,4.1,111.3,60946999
United Kingdom,European,2004,HIV/AIDS,24441,6033,0.51,39.68,61596000
United Kingdom,European,2004,Hepatitis B,37499,2378,1.62,60.88,61596000
United Kingdom,European,2004,Syphilis,32011,589,0.41,51.97,61596000
United Kingdom,European,2004,HPV,83554,615,3.86,135.65,61596000
United Kingdom,European,2005,HIV/AIDS,26111,6005,0.47,41.95,62245000
United Kingdom,European,2005,Hepatitis B,37091,1997,1.5,59.59,62245000
United Kingdom,European,2005,Syphilis,34390,633,0.38,55.25,62245000
United Kingdom,European,2005,HPV,67983,514,3.96,109.22,62245000
United Kingdom,European,2006,HIV/AIDS,21692,5403,0.5,34.49,62894000
United Kingdom,European,2006,Hepatitis B,32220,2149,1.54,51.23,62894000
United Kingdom,European,2006,Syphilis,35579,704,0.39,56.57,62894000
United Kingdom,European,2006,HPV,71730,645,4.24,114.05,62894000
United Kingdom,European,2007,HIV/AIDS,26249,5942,0.47,41.31,63543000
United Kingdom,European,2007,Hepatitis B,33016,1881,1.54,51.96,63543000
United Kingdom,European,2007,Syphilis,36448,820,0.38,57.36,63543000
United Kingdom,European,2007,HPV,70411,623,3.72,110.81,63543000
United Kingdom,European,2008,HIV/AIDS,25086,6193,0.48,39.08,64192000
United Kingdom,European,2008,Hepatitis B,33598,1998,1.5,52.34,64192000
United Kingdom,European,2008,Syphilis,34740,636,0.41,54.12,64192000
United Kingdom,European,2008,HPV,80291,578,4.21,125.08,64192000
United Kingdom,European,2009,HIV/AIDS,21566,5601,0.49,33.26,64841000
United Kingdom,European,2009,Hepatitis B,37017,2156,1.64,57.09,64841000
United Kingdom,European,2009,Syphilis,34255,624,0.4,52.83,64841000
United Kingdom,European,2009,HPV,81842,613,3.84,126.22,64841000
United Kingdom,European,2010,HIV/AIDS,23890,5907,0.49,36.48,65489999
United Kingdom,European,2010,Hepatitis B,35443,2343,1.69,54.12,65489999
United Kingdom,European,2010,Syphilis,39870,829,0.41,60.88,65489999
United Kingdom,European,2010,HPV,80323,608,4.0,122.65,65489999
United Kingdom,European,2011,HIV/AIDS,24239,4957,0.45,36.65,66139000
United Kingdom,European,2011,Hepatitis B,38770,2343,1.47,58.62,66139000
United Kingdom,European,2011,Syphilis,38234,855,0.38,57.81,66139000
United Kingdom,European,2011,HPV,73573,635,4.29,111.24,66139000
United Kingdom,European,2012,HIV/AIDS,22327,5063,0.46,33.43,66788000
United Kingdom,European,2012,Hepatitis B,35290,2434,1.52,52.84,66788000
United Kingdom,European,2012,Syphilis,35551,638,0.42,53.23,66788000
United Kingdom,European,2012,HPV,87639,684,3.86,131.22,66788000
United Kingdom,European,2013,HIV/AIDS,23859,6270,0.46,35.38,67437000
United Kingdom,European,2013,Hepatitis B,34386,2093,1.6,50.99,67437000
United Kingdom,European,2013,Syphilis,39106,704,0.37,57.99,67437000
United Kingdom,European,2013,HPV,73890,528,3.91,109.57,67437000
United Kingdom,European,2014,HIV/AIDS,25607,6373,0.49,37.61,68086000
United Kingdom,European,2014,Hepatitis B,35105,2108,1.53,51.56,68086000
United Kingdom,European,2014,Syphilis,36997,729,0.39,54.34,68086000
United Kingdom,European,2014,HPV,80307,589,4.35,117.95,68086000
United Kingdom,European,2015,HIV/AIDS,23273,5334,0.46,33.86,68735000
United Kingdom,European,2015,Hepatitis B,38010,2336,1.5,55.3,68735000
United Kingdom,European,2015,Syphilis,38505,870,0.37,56.02,68735000
United Kingdom,European,2015,HPV,79107,616,4.22,115.09,68735000
United Kingdom,European,2016,HIV/AIDS,25415,5938,0.47,36.63,69384000
United Kingdom,European,2016,Hepatitis B,38397,2210,1.54,55.34,69384000
United Kingdom,European,2016,Syphilis,43975,929,0.4,63.38,69384000
United Kingdom,European,2016,HPV,83573,741,4.25,120.45,69384000
United Kingdom,European,2017,HIV/AIDS,23398,4811,0.47,33.41,70033000
United Kingdom,European,2017,Hepatitis B,37306,2205,1.67,53.27,70033000
United Kingdom,European,2017,Syphilis,37250,747,0.39,53.19,70033000
United Kingdom,European,2017,HPV,87422,722,3.83,124.83,70033000
United Kingdom,European,2018,HIV/AIDS,24208,5141,0.52,34.25,70682000
United Kingdom,European,2018,Hepatitis B,39829,2580,1.61,56.35,70682000
United Kingdom,European,2018,Syphilis,36719,761,0.4,51.95,70682000
United Kingdom,European,2018,HPV,78407,637,4.0,110.93,70682000
United Kingdom,European,2019,HIV/AIDS,23054,5432,0.45,32.32,71331000
United Kingdom,European,2019,Hepatitis B,34210,2346,1.69,47.96,71331000
United Kingdom,European,2019,Syphilis,39367,721,0.38,55.19,71331000
United Kingdom,European,2019,HPV,81845,654,4.28,114.74,71331000
United Kingdom,European,2020,HIV/AIDS,20449,4506,0.45,28.41,71980000
United Kingdom,European,2020,Hepatitis B,39243,2399,1.61,54.52,71980000
United Kingdom,European,2020,Syphilis,40013,759,0.43,55.59,71980000
United Kingdom,European,2020,HPV,88664,705,4.3,123.18,71980000
United Kingdom,European,2021,HIV/AIDS,24417,6138,0.47,33.62,72628999
United Kingdom,European,2021,Hepatitis B,33271,1826,1.58,45.81,72628999
United Kingdom,European,2021,Syphilis,38137,722,0.37,52.51,72628999
United Kingdom,European,2021,HPV,84634,636,4.01,116.53,72628999
United Kingdom,European,2022,HIV/AIDS,24716,5265,0.52,33.73,73278000
United Kingdom,European,2022,Hepatitis B,35898,2304,1.62,48.99,73278000
United Kingdom,European,2022,Syphilis,41402,734,0.41,56.5,73278000
United Kingdom,European,2022,HPV,80341,666,4.18,109.64,73278000
United Kingdom,European,2023,HIV/AIDS,23782,5150,0.45,32.17,73927000
United Kingdom,European,2023,Hepatitis B,32993,1685,1.51,44.63,73927000
United Kingdom,European,2023,Syphilis,43188,904,0.4,58.42,73927000
United Kingdom,European,2023,HPV,81667,687,3.72,110.47,73927000
Italy,European,2000,HIV/AIDS,22059,4536,0.54,38.7,57000000
Italy,European,2000,Hepatitis B,35049,2148,1.74,61.49,57000000
Italy,European,2000,Syphilis,32980,584,0.43,57.86,57000000
Italy,European,2000,HPV,76448,698,4.44,134.12,57000000
Italy,European,2001,HIV/AIDS,24099,6223,0.49,41.82,57626999
Italy,European,2001,Hepatitis B,35279,1908,1.58,61.22,57626999
Italy,European,2001,Syphilis,30323,546,0.41,52.62,57626999
Italy,European,2001,HPV,66397,599,3.88,115.22,57626999
Italy,European,2002,HIV/AIDS,22101,5226,0.47,37.94,58254000
Italy,European,2002,Hepatitis B,33134,2233,1.76,56.88,58254000
Italy,European,2002,Syphilis,32435,624,0.41,55.68,58254000
Italy,European,2002,HPV,67143,476,4.04,115.26,58254000
Italy,European,2003,HIV/AIDS,22221,4691,0.51,37.74,58880999
Italy,European,2003,Hepatitis B,32166,1896,1.63,54.63,58880999
Italy,European,2003,Syphilis,30930,561,0.38,52.53,58880999
Italy,European,2003,HPV,70839,637,4.38,120.31,58880999
Italy,European,2004,HIV/AIDS,23785,6072,0.5,39.97,59508000
Italy,European,2004,Hepatitis B,36305,1921,1.56,61.01,59508000
Italy,European,2004,Syphilis,33580,598,0.42,56.43,59508000
Italy,European,2004,HPV,72248,536,4.05,121.41,59508000
Italy,European,2005,HIV/AIDS,24017,5780,0.52,39.94,60135000
Italy,European,2005,Hepatitis B,33140,2180,1.54,55.11,60135000
Italy,European,2005,Syphilis,34343,637,0.38,57.11,60135000
Italy,European,2005,HPV,81182,722,4.35,135.0,60135000
Italy,European,2006,HIV/AIDS,24705,5798,0.5,40.66,60762000
Italy,European,2006,Hepatitis B,33182,2041,1.68,54.61,60762000
Italy,European,2006,Syphilis,32337,621,0.44,53.22,60762000
Italy,European,2006,HPV,69104,614,4.07,113.73,60762000
Italy,European,2007,HIV/AIDS,26286,7172,0.51,42.82,61389000
Italy,European,2007,Hepatitis B,38570,2563,1.73,62.83,61389000
Italy,European,2007,Syphilis,34519,706,0.43,56.23,61389000
Italy,European,2007,HPV,80781,691,3.97,131.59,61389000
Italy,European,2008,HIV/AIDS,26425,7266,0.49,42.61,62016000
Italy,European,2008,Hepatitis B,34809,1845,1.56,56.13,62016000
Italy,European,2008,Syphilis,38121,718,0.42,61.47,62016000
Italy,European,2008,HPV,79392,625,4.07,128.02,62016000
Italy,European,2009,HIV/AIDS,25840,6689,0.52,41.25,62643000
Italy,European,2009,Hepatitis B,36502,2020,1.77,58.27,62643000
Italy,European,2009,Syphilis,34484,700,0.39,55.05,62643000
Italy,European,2009,HPV,79944,607,4.33,127.62,62643000
Italy,European,2010,HIV/AIDS,21328,5884,0.52,33.71,63269999
Italy,European,2010,Hepatitis B,34330,1924,1.56,54.26,63269999
Italy,European,2010,Syphilis,36234,691,0.4,57.27,63269999
Italy,European,2010,HPV,80840,626,4.08,127.77,63269999
Italy,European,2011,HIV/AIDS,21386,4989,0.54,33.47,63897000
Italy,European,2011,Hepatitis B,34676,2164,1.53,54.27,63897000
Italy,European,2011,Syphilis,40267,719,0.38,63.02,63897000
Italy,European,2011,HPV,72842,656,4.25,114.0,63897000
Italy,European,2012,HIV/AIDS,23351,6051,0.49,36.19,64524000
Italy,European,2012,Hepatitis B,38011,2048,1.57,58.91,64524000
Italy,European,2012,Syphilis,36617,775,0.43,56.75,64524000
Italy,European,2012,HPV,82229,613,4.4,127.44,64524000
Italy,European,2013,HIV/AIDS,22744,6062,0.47,34.91,65151000
Italy,European,2013,Hepatitis B,36823,1923,1.59,56.52,65151000
Italy,European,2013,Syphilis,40126,842,0.43,61.59,65151000
Italy,European,2013,HPV,74650,642,4.46,114.58,65151000
Italy,European,2014,HIV/AIDS,24258,6528,0.52,36.88,65777999
Italy,European,2014,Hepatitis B,39618,2317,1.67,60.23,65777999
Italy,European,2014,Syphilis,37592,784,0.43,57.15,65777999
Italy,European,2014,HPV,72835,652,3.94,110.73,65777999
Italy,European,2015,HIV/AIDS,25293,5938,0.54,38.09,66405000
Italy,European,2015,Hepatitis B,38548,2184,1.73,58.05,66405000
Italy,European,2015,Syphilis,36197,621,0.45,54.51,66405000
Italy,European,2015,HPV,82355,694,4.28,124.02,66405000
Italy,European,2016,HIV/AIDS,21979,4826,0.53,32.79,67031999
Italy,European,2016,Hepatitis B,38965,2475,1.57,58.13,67031999
Italy,European,2016,Syphilis,42156,776,0.39,62.89,67031999
Italy,European,2016,HPV,85988,624,3.9,128.28,67031999
Italy,European,2017,HIV/AIDS,22861,5588,0.54,33.79,67659000
Italy,European,2017,Hepatitis B,35514,2107,1.77,52.49,67659000
Italy,European,2017,Syphilis,39614,747,0.41,58.55,67659000
Italy,European,2017,HPV,78376,540,4.31,115.84,67659000
Italy,European,2018,HIV/AIDS,23852,5525,0.48,34.93,68286000
Italy,European,2018,Hepatitis B,33644,2157,1.65,49.27,68286000
Italy,European,2018,Syphilis,39394,723,0.39,57.69,68286000
Italy,European,2018,HPV,87542,758,4.03,128.2,68286000
Italy,European,2019,HIV/AIDS,21962,5630,0.48,31.87,68913000
Italy,European,2019,Hepatitis B,36241,2474,1.52,52.59,68913000
Italy,European,2019,Syphilis,38012,733,0.4,55.16,68913000
Italy,European,2019,HPV,82082,559,4.37,119.11,68913000
Italy,European,2020,HIV/AIDS,24784,6752,0.52,35.64,69540000
Italy,European,2020,Hepatitis B,39053,2414,1.75,56.16,69540000
Italy,European,2020,Syphilis,40367,845,0.41,58.05,69540000
Italy,European,2020,HPV,81340,571,4.34,116.97,69540000
Italy,European,2021,HIV/AIDS,24109,6556,0.48,34.36,70167000
Italy,European,2021,Hepatitis B,33813,2218,1.54,48.19,70167000
Italy,European,2021,Syphilis,45089,1026,0.43,64.26,70167000
Italy,European,2021,HPV,78888,603,4.4,112.43,70167000
Italy,European,2022,HIV/AIDS,22512,4601,0.5,31.8,70794000
Italy,European,2022,Hepatitis B,37173,2012,1.7,52.51,70794000
Italy,European,2022,Syphilis,46667,843,0.42,65.92,70794000
Italy,European,2022,HPV,86071,598,3.98,121.58,70794000
Italy,European,2023,HIV/AIDS,23054,4879,0.48,32.28,71421000
Italy,European,2023,Hepatitis B,38510,2525,1.52,53.92,71421000
Italy,European,2023,Syphilis,45937,923,0.39,64.32,71421000
Italy,European,2023,HPV,76427,531,4.27,107.01,71421000
Spain,European,2000,HIV/AIDS,19930,5045,0.5,48.61,41000000
Spain,European,2000,Hepatitis B,23800,1406,1.62,58.05,41000000
Spain,European,2000,Syphilis,24349,417,0.46,59.39,41000000
Spain,European,2000,HPV,48818,374,4.22,119.07,41000000
Spain,European,2001,HIV/AIDS,19668,5259,0.56,47.45,41450999
Spain,European,2001,Hepatitis B,23979,1544,1.67,57.85,41450999
Spain,European,2001,Syphilis,23312,429,0.44,56.24,41450999
Spain,European,2001,HPV,53040,392,4.57,127.96,41450999
Spain,European,2002,HIV/AIDS,19957,4105,0.51,47.63,41902000
Spain,European,2002,Hepatitis B,24705,1485,1.61,58.96,41902000
Spain,European,2002,Syphilis,22560,501,0.44,53.84,41902000
Spain,European,2002,HPV,53873,418,4.1,128.57,41902000
Spain,European,2003,HIV/AIDS,19224,4061,0.53,45.39,42353000
Spain,European,2003,Hepatitis B,26402,1501,1.69,62.34,42353000
Spain,European,2003,Syphilis,22857,412,0.46,53.97,42353000
Spain,European,2003,HPV,52166,426,4.08,123.17,42353000
Spain,European,2004,HIV/AIDS,17840,4190,0.5,41.68,42804000
Spain,European,2004,Hepatitis B,27274,1840,1.64,63.72,42804000
Spain,European,2004,Syphilis,24252,551,0.41,56.66,42804000
Spain,European,2004,HPV,60083,529,4.22,140.37,42804000
Spain,European,2005,HIV/AIDS,18093,4784,0.51,41.83,43255000
Spain,European,2005,Hepatitis B,27812,1722,1.64,64.3,43255000
Spain,European,2005,Syphilis,24932,567,0.39,57.64,43255000
Spain,European,2005,HPV,57247,471,4.39,132.35,43255000
Spain,European,2006,HIV/AIDS,18177,4979,0.51,41.59,43706000
Spain,European,2006,Hepatitis B,27150,1606,1.74,62.12,43706000
Spain,European,2006,Syphilis,24807,473,0.4,56.76,43706000
Spain,European,2006,HPV,52971,471,4.44,121.2,43706000
Spain,European,2007,HIV/AIDS,17159,4328,0.51,38.86,44157000
Spain,European,2007,Hepatitis B,24498,1409,1.81,55.48,44157000
Spain,European,2007,Syphilis,24065,543,0.4,54.5,44157000
Spain,European,2007,HPV,54189,388,4.44,122.72,44157000
Spain,European,2008,HIV/AIDS,16683,3581,0.56,37.4,44608000
Spain,European,2008,Hepatitis B,23811,1584,1.7,53.38,44608000
Spain,European,2008,Syphilis,25689,588,0.4,57.59,44608000
Spain,European,2008,HPV,59913,515,4.57,134.31,44608000
Spain,European,2009,HIV/AIDS,18582,4224,0.52,41.24,45059000
Spain,European,2009,Hepatitis B,27927,1902,1.75,61.98,45059000
Spain,European,2009,Syphilis,27454,547,0.41,60.93,45059000
Spain,European,2009,HPV,59473,517,4.27,131.99,45059000
Spain,European,2010,HIV/AIDS,18076,4429,0.48,39.72,45509999
Spain,European,2010,Hepatitis B,27510,1607,1.81,60.45,45509999
Spain,European,2010,Syphilis,27847,562,0.43,61.19,45509999
Spain,European,2010,HPV,52873,475,4.6,116.18,45509999
Spain,European,2011,HIV/AIDS,17865,3718,0.53,38.87,45961000
Spain,European,2011,Hepatitis B,27369,1745,1.68,59.55,45961000
Spain,European,2011,Syphilis,25016,468,0.44,54.43,45961000
Spain,European,2011,HPV,60645,445,4.41,131.95,45961000
Spain,European,2012,HIV/AIDS,17381,4303,0.55,37.45,46412000
Spain,European,2012,Hepatitis B,24329,1377,1.68,52.42,46412000
Spain,European,2012,Syphilis,28975,494,0.44,62.43,46412000
Spain,European,2012,HPV,60419,522,4.49,130.18,46412000
Spain,European,2013,HIV/AIDS,15844,3712,0.51,33.81,46863000
Spain,European,2013,Hepatitis B,25029,1308,1.67,53.41,46863000
Spain,European,2013,Syphilis,26065,484,0.44,55.62,46863000
Spain,European,2013,HPV,62093,506,4.01,132.5,46863000
Spain,European,2014,HIV/AIDS,17033,4436,0.55,36.0,47314000
Spain,European,2014,Hepatitis B,26226,1444,1.73,55.43,47314000
Spain,European,2014,Syphilis,29325,574,0.4,61.98,47314000
Spain,European,2014,HPV,55551,437,4.59,117.41,47314000
Spain,European,2015,HIV/AIDS,17701,3978,0.51,37.06,47765000
Spain,European,2015,Hepatitis B,25253,1651,1.81,52.87,47765000
Spain,European,2015,Syphilis,26848,523,0.44,56.21,47765000
Spain,European,2015,HPV,53659,381,4.34,112.34,47765000
Spain,European,2016,HIV/AIDS,16176,3599,0.54,33.55,48216000
Spain,European,2016,Hepatitis B,29353,1936,1.74,60.88,48216000
Spain,European,2016,Syphilis,30279,580,0.45,62.8,48216000
Spain,European,2016,HPV,60945,546,4.34,126.4,48216000
Spain,European,2017,HIV/AIDS,15918,4111,0.53,32.71,48667000
Spain,European,2017,Hepatitis B,26314,1518,1.8,54.07,48667000
Spain,European,2017,Syphilis,27769,542,0.43,57.06,48667000
Spain,European,2017,HPV,54205,393,4.03,111.38,48667000
Spain,European,2018,HIV/AIDS,18070,4396,0.56,36.79,49118000
Spain,European,2018,Hepatitis B,24784,1645,1.71,50.46,49118000
Spain,European,2018,Syphilis,31907,566,0.41,64.96,49118000
Spain,European,2018,HPV,66215,458,4.57,134.81,49118000
Spain,European,2019,HIV/AIDS,18157,3786,0.49,36.63,49569000
Spain,European,2019,Hepatitis B,28675,1676,1.71,57.85,49569000
Spain,European,2019,Syphilis,33320,577,0.45,67.22,49569000
Spain,European,2019,HPV,62744,509,4.51,126.58,49569000
Spain,European,2020,HIV/AIDS,18622,3938,0.54,37.23,50020000
Spain,European,2020,Hepatitis B,25385,1750,1.78,50.75,50020000
Spain,European,2020,Syphilis,28281,610,0.4,56.54,50020000
Spain,European,2020,HPV,55652,497,4.03,111.26,50020000
Spain,European,2021,HIV/AIDS,17826,4471,0.56,35.32,50470999
Spain,European,2021,Hepatitis B,26143,1473,1.81,51.8,50470999
